sample_id,true_label,lexical_prediction,semantic_prediction,lexical_correct,semantic_correct,lexical_confidence,semantic_confidence,lexical_margin,semantic_margin,disagreement_category
000ae7caa5e221ffe6090dd9519d427b411ec6ec79a2d5a2bad6cba2911b3c82,exchange_charge,exchange_rate,exchange_rate,false,false,0.5390463092770201,0.673644701855399,0.3594223578736524,0.554927147670129,both_wrong
00464d6a6f05acd6a5846ffad3de2eade5ffb5a4f8eb404782aff5a31a0ac828,top_up_by_bank_transfer_charge,top_up_by_bank_transfer_charge,top_up_by_bank_transfer_charge,true,true,0.8900446764610161,0.8520896159175891,0.8807242732335515,0.8072547666146352,both_correct
005eab8543908366277c04d25c1ec0806b7de1f4e5349fa16c7856ba5f2706f1,declined_card_payment,declined_card_payment,declined_card_payment,true,true,0.9572641986013858,0.767753289055339,0.9465873414131162,0.7062397964581234,both_correct
00c3675c56b67884e149bf2fa5bbcdd273c5d6386f11b530fe8eabb12dabb27c,passcode_forgotten,passcode_forgotten,passcode_forgotten,true,true,0.7685310297200495,0.7856712805122087,0.759479051790672,0.7561199645310303,both_correct
00cef7158df7ec368049e25374488da7448ef24a6200da3275ab81159ce17380,reverted_card_payment?,reverted_card_payment?,reverted_card_payment?,true,true,0.23138271582841144,0.47584022771970363,0.07200381907932296,0.31323892026760075,both_correct
00d223fe641599157848f14912a3fe2aa8946cd70b5f39cad36c4acd65863028,top_up_by_card_charge,top_up_by_card_charge,top_up_by_card_charge,true,true,0.3259220515545469,0.5734818636620754,0.24401914203930553,0.45411903463461045,both_correct
00d7e8cce7d19853d2edf372cb9640ca80624fe662d9d838afb9f1e507e05554,age_limit,age_limit,age_limit,true,true,0.7243980593036333,0.9436543720469281,0.7157982344498917,0.9375891295368658,both_correct
00ddf7bcfd682c377827084a16bb443225bf78249f82d841cb1b96c7861627c9,why_verify_identity,verify_my_identity,verify_my_identity,false,false,0.5610284392684919,0.4118965936321575,0.2579364182965123,0.014417022493790566,both_wrong
00df9be9bb165959fef4b553fc3871d973e1c09465118a84b41cbcc165a53c37,card_payment_fee_charged,card_payment_fee_charged,card_payment_fee_charged,true,true,0.9466359760500278,0.8858155268996387,0.9262867061721111,0.8534536365447328,both_correct
00f0592a7378c2eed6570dc0376eee27c4efe61c6cae5354d7da34babbfacdea,card_linking,card_linking,card_linking,true,true,0.2911616223063732,0.4172839788117817,0.21396442642415264,0.3346853127750427,both_correct
01128466121379aec7509528935755ad62662b271fe4641017c876816b951bed,why_verify_identity,unable_to_verify_identity,why_verify_identity,false,true,0.3685462340166884,0.8062721626310893,0.16078516468696483,0.7274417382009987,lexical_wrong_semantic_correct
011b883a773105acdbd5523da12d3a48824d925718335700d6a37d64c8917893,transfer_fee_charged,transfer_fee_charged,transfer_fee_charged,true,true,0.25343233510193414,0.680521260076794,0.13610597610883332,0.5937834876971755,both_correct
0135032dcc520b8744a1b069b803230656bc6abfeaa4596e76cec313cd068a46,order_physical_card,order_physical_card,order_physical_card,true,true,0.564020097614653,0.558036641034662,0.5306164165324867,0.3989711753654689,both_correct
015283c811c659f314a8f7601206eb601f63f779d16084449bf4710e371ebe10,request_refund,request_refund,request_refund,true,true,0.6688268064911977,0.7719325913821632,0.6196545455647211,0.7022684929051877,both_correct
0159cea8edbcd460eb8a1d24d42a1ef01c8b5171514bafdd9a534c1f1173d89d,declined_card_payment,declined_card_payment,declined_card_payment,true,true,0.23243337477485487,0.3660467271317504,0.11340620729623575,0.2685706126355175,both_correct
01ac05d124a4e3bedda047b4c738ef96702de9090dc9cc411f32c95115a44abc,balance_not_updated_after_bank_transfer,failed_transfer,failed_transfer,false,false,0.3102366024483553,0.34709501651175284,0.19018226603773164,0.21378272645283966,both_wrong
01aca2ecb2c1dc13d429497108da94c5d7bd7e65498154702b961028f3138a36,top_up_by_bank_transfer_charge,top_up_by_bank_transfer_charge,top_up_by_bank_transfer_charge,true,true,0.7961495702186093,0.7898333588133045,0.7147049674501631,0.6743022241921164,both_correct
01b6b8d8f3eeb552ec4e6b5dfb4e753413b614784b546e9ab9b68840ddc6a864,visa_or_mastercard,visa_or_mastercard,visa_or_mastercard,true,true,0.9683003910300714,0.966712669127815,0.9670173745130785,0.9583985565637821,both_correct
01b84669049b5ae8d4708df8d4100b42e8779fd31ed8600db99e1c8ef43bbaf5,transfer_not_received_by_recipient,transfer_not_received_by_recipient,transfer_not_received_by_recipient,true,true,0.3932799275743336,0.8256746492514646,0.35228800330269716,0.793394779022377,both_correct
01cd9611df612d0aea91c9c54fa758ad7039d9c7b19a0ff3fc70552efdd90859,country_support,country_support,country_support,true,true,0.11308922001758696,0.8027831347597204,0.0822656453279939,0.7836811548874685,both_correct
01ce1bafe05503b941a6467ee04e5c4b55134322097f4c8c5700d797bfdbc847,direct_debit_payment_not_recognised,direct_debit_payment_not_recognised,direct_debit_payment_not_recognised,true,true,0.9329953113390095,0.8803069883258376,0.9200492163690698,0.8658579639586674,both_correct
01dccaf83e312e81382a8e83513e4b3d5cd2a975d245c82e3f441cb2dfad97ef,request_refund,request_refund,request_refund,true,true,0.5758330170740094,0.5117641480962839,0.44297239138192546,0.16236098571777635,both_correct
01ecb6a099ab32b0213a74465d6d0181acb6a98dbf944160593d9affd2c856ea,terminate_account,terminate_account,terminate_account,true,true,0.07150307964863896,0.8230025370167644,0.03825695518467146,0.8047529839839987,both_correct
01fb6cfbf45c1c4323eb6177942b903c17e3f8da8701f076e7cd870ca24ad969,Refund_not_showing_up,Refund_not_showing_up,Refund_not_showing_up,true,true,0.8388264771500373,0.9086434746189697,0.8048420470191651,0.8933058759480695,both_correct
02025a4b4f55944ccb1f01c5223a96ce04db6b540d71453891f83916ffd0ff04,visa_or_mastercard,visa_or_mastercard,visa_or_mastercard,true,true,0.43474033054026806,0.4425962059381187,0.37987976376042293,0.19009037282430036,both_correct
02062aea126c6670ce95868d08745c3a39f9451798b165f67c420fe6015aacf7,top_up_reverted,balance_not_updated_after_cheque_or_cash_deposit,wrong_amount_of_cash_received,false,false,0.20018260934548635,0.16468211670705502,0.11266570072791021,0.06802143589296307,both_wrong
020f60cfd891bb968e304fc45071fce446131b3de39f7b8d408bce88eea8ab1f,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,true,true,0.4924623706605353,0.8875203876945577,0.45057516658733004,0.8653956134680588,both_correct
0220ecb80d9a1a46d59bf8df18e514bb4023fb8fd1fbf3ba79e0bfae397ff623,Refund_not_showing_up,Refund_not_showing_up,Refund_not_showing_up,true,true,0.9056352451220191,0.907966884714888,0.8890410606877295,0.8825725548729124,both_correct
0236ae2750d39dc77d9732fb824fd737d2d297ce762a252493ddc35435d83f0e,apple_pay_or_google_pay,apple_pay_or_google_pay,apple_pay_or_google_pay,true,true,0.8936950446012334,0.7904075679833314,0.8534454917710002,0.7278945062289963,both_correct
02431e313c2b96acc36cd88446f76e0d961f43d2d70fd17689b4d61776a85328,getting_virtual_card,getting_virtual_card,getting_virtual_card,true,true,0.31423122431188477,0.6711861947779652,0.2580652412517694,0.5800861654370476,both_correct
025b8ba82d6be034c847898dea19e76ce53ad6cbc584bf8e67bf3fb6ab9159b0,cash_withdrawal_charge,cash_withdrawal_charge,cash_withdrawal_charge,true,true,0.9117030786139918,0.8141935437114658,0.9015171803813414,0.7849629933998848,both_correct
02894046a93fe0324b2cc99eb7cd6bd0421746c9a4f63159b995f0df3ae70737,top_up_by_card_charge,top_up_by_card_charge,top_up_by_card_charge,true,true,0.2026749433856599,0.5995854262339441,0.06221493638332834,0.46380976720297906,both_correct
02b42a7011692c3a11960134adae8c7953b1fbea575b8d6eb381cb0bdec5d158,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,true,true,0.7351867485878669,0.634587331172555,0.664218841254907,0.5536242482935674,both_correct
030c165755aad48b5e23ae0c6d85359ffc9506c7e42c8690ae0e3c7de012bb07,exchange_rate,exchange_rate,exchange_rate,true,true,0.8396133989521697,0.7350673306927793,0.8225749378012422,0.6623496228189192,both_correct
03136886a13486b3720292498865b890ec3638b81227856ec32b8840d26455a4,unable_to_verify_identity,unable_to_verify_identity,unable_to_verify_identity,true,true,0.7443012014680258,0.7311407684010494,0.709723487406067,0.6498783500054097,both_correct
031d8bb17be765fa840adb7d683773fdf2dd6e693a9d9e0a13887be18d5aac90,edit_personal_details,edit_personal_details,edit_personal_details,true,true,0.7317440605530802,0.8279073663407253,0.6455915300469194,0.8074747455469806,both_correct
031f459066e6095e33d66ca8f864d29ebccfa1fd2ec5a8ffa63f3aa6dfda852f,wrong_amount_of_cash_received,wrong_amount_of_cash_received,wrong_amount_of_cash_received,true,true,0.33739485929836466,0.6704371966241375,0.2612356058472175,0.5880359584277877,both_correct
0327064319d73dc7d8bc339fad9f1540e9ed904763961b2e204be5cb3b3908c9,transfer_fee_charged,transfer_fee_charged,transfer_fee_charged,true,true,0.7482037907784679,0.8924228273527174,0.6482177039209793,0.8593731563779989,both_correct
032f9bde6362401b78c15f599f1c28f4fcbf0015d3b30366fa71376dd88a1ebf,direct_debit_payment_not_recognised,direct_debit_payment_not_recognised,direct_debit_payment_not_recognised,true,true,0.8735510673883705,0.729629217774768,0.840815811261595,0.668577437567033,both_correct
034d05aceb5c94348df652d7a94639f5207518f322f992a7f4d9fdcba87bb8a9,cancel_transfer,cancel_transfer,cancel_transfer,true,true,0.8544254645086988,0.8666048348964862,0.8440034344460824,0.8438350015872503,both_correct
0352793443eb978d2bfe1b64fa3046af69ee2743a3fb1f0b939e20f385919da5,virtual_card_not_working,virtual_card_not_working,virtual_card_not_working,true,true,0.5407360157391693,0.6669843066150524,0.3945404833434348,0.5273197493264115,both_correct
0388d834cc10eea912337ce72611f41b46d2f85e3db933494c66e7a0e58434f7,transfer_into_account,transfer_into_account,transfer_into_account,true,true,0.4223427429738736,0.8288934248206791,0.36123490324199625,0.7935390276397517,both_correct
038d68c4da6d19d346467feceab770fd23846e0f5aff532d179d685a0481aa51,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,true,true,0.7215124712608322,0.7171662557012487,0.6926064236535809,0.6634663600622248,both_correct
03948f374b3a2f8a5c6c5ffe1f1817eef3037d74339bbdee6b352b5b681a27f5,unable_to_verify_identity,failed_transfer,unable_to_verify_identity,false,true,0.09484869630438351,0.1726771083872738,0.015446413018465041,0.03168764461676077,lexical_wrong_semantic_correct
03b7998d134f093377adc73cf2b99628d59b307f56ebe7b237b057a3a0b44f7a,extra_charge_on_statement,extra_charge_on_statement,extra_charge_on_statement,true,true,0.7324790891297261,0.790437686017251,0.663090389555766,0.7135956399735816,both_correct
